Venue Name,Location,Google Maps URL,Venue Website,Image URL 1 (Main),Image URL 2 (Optional),Image URL 3 (Optional),Notes
"The Biltmore Hotel","Coral Gables, Miami-Dade","https://maps.google.com/maps?q=The%20Biltmore%20Hotel%2C%20Coral%20Gables%2C%20Miami-Dade","https://www.biltmorehotel.com/weddings/",,,,"NEEDS_IMAGES"
"Miami Marriott Biscayne Bay","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=Miami%20Marriott%20Biscayne%20Bay%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.marriott.com/en-us/hotels/miabb-miami-marriott-biscayne-bay/events/",,,,"NEEDS_IMAGES"
"Diplomat Beach Resort","Hollywood, Broward","https://maps.google.com/maps?q=Diplomat%20Beach%20Resort%2C%20Hollywood%2C%20Broward","https://www.diplomatresort.com/weddings/",,,,"NEEDS_IMAGES"
"Seminole Hard Rock Hotel & Casino","Hollywood, Broward","https://maps.google.com/maps?q=Seminole%20Hard%20Rock%20Hotel%20%26%20Casino%2C%20Hollywood%2C%20Broward","https://www.seminolehardrockhollywood.com/meetings-events",,,,"NEEDS_IMAGES"
"Milander Center for Arts & Entertainment","Hialeah, Miami-Dade","https://maps.google.com/maps?q=Milander%20Center%20for%20Arts%20%26%20Entertainment%2C%20Hialeah%2C%20Miami-Dade","https://www.hialeahfl.gov/1029/Milander-Center",,,,"NEEDS_IMAGES"
"Pérez Art Museum Miami (PAMM)","Downtown Miami, Miami-Dade","https://maps.google.com/maps?q=P%C3%A9rez%20Art%20Museum%20Miami%20(PAMM)%2C%20Downtown%20Miami%2C%20Miami-Dade","https://www.pamm.org/entertaining",,,,"NEEDS_IMAGES"
"JW Marriott Turnberry Resort & Spa","Aventura, Miami-Dade","https://maps.google.com/maps?q=JW%20Marriott%20Turnberry%20Resort%20%26%20Spa%2C%20Aventura%2C%20Miami-Dade","https://www.marriott.com/en-us/hotels/miajt-jw-marriott-miami-turnberry-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"Loews Miami Beach Hotel","South Beach, Miami-Dade","https://maps.google.com/maps?q=Loews%20Miami%20Beach%20Hotel%2C%20South%20Beach%2C%20Miami-Dade","https://www.loewshotels.com/miami-beach/weddings",,,,"NEEDS_IMAGES"
"Faena Hotel Miami Beach","Miami Beach, Miami-Dade","https://maps.google.com/maps?q=Faena%20Hotel%20Miami%20Beach%2C%20Miami%20Beach%2C%20Miami-Dade","https://www.faena.com/miami-beach/gatherings/weddings",,,,"NEEDS_IMAGES"
"Eau Palm Beach Resort & Spa","Manalapan, Palm Beach","https://maps.google.com/maps?q=Eau%20Palm%20Beach%20Resort%20%26%20Spa%2C%20Manalapan%2C%20Palm%20Beach","https://www.eaupalmbeach.com/",,,,"NEEDS_IMAGES"
"Palm Beach Marriott Singer Island Beach Resort & Spa","Riviera Beach, Palm Beach","https://maps.google.com/maps?q=Palm%20Beach%20Marriott%20Singer%20Island%20Beach%20Resort%20%26%20Spa%2C%20Riviera%20Beach%2C%20Palm%20Beach","https://www.marriott.com/en-us/hotels/pbisi-palm-beach-marriott-singer-island-beach-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"The Addison","Boca Raton, Palm Beach","https://maps.google.com/maps?q=The%20Addison%2C%20Boca%20Raton%2C%20Palm%20Beach","https://theaddison.com/",,,,"NEEDS_IMAGES"
"Lady Jean Ranch","Jupiter, Palm Beach","https://maps.google.com/maps?q=Lady%20Jean%20Ranch%2C%20Jupiter%2C%20Palm%20Beach","https://www.ladyjeanranch.com/",,,,"NEEDS_IMAGES"
"Out of the Blue Celebrations","Jupiter, Palm Beach","https://maps.google.com/maps?q=Out%20of%20the%20Blue%20Celebrations%2C%20Jupiter%2C%20Palm%20Beach","https://www.outofthebluecelebrations.com/",,,,"NEEDS_IMAGES"
"The Ben, Autograph Collection","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=The%20Ben%2C%20Autograph%20Collection%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","https://www.thebenwestpalm.com/weddings/",,,,"NEEDS_IMAGES"
"Tideline Ocean Resort & Spa","Palm Beach, Palm Beach","https://maps.google.com/maps?q=Tideline%20Ocean%20Resort%20%26%20Spa%2C%20Palm%20Beach%2C%20Palm%20Beach","https://www.tidelineresort.com/",,,,"NEEDS_IMAGES"
"PGA National Resort","Palm Beach Gardens, Palm Beach","https://maps.google.com/maps?q=PGA%20National%20Resort%2C%20Palm%20Beach%20Gardens%2C%20Palm%20Beach","https://www.pgaresort.com/weddings/",,,,"NEEDS_IMAGES"
"Pelican Club","Jupiter, Palm Beach","https://maps.google.com/maps?q=Pelican%20Club%2C%20Jupiter%2C%20Palm%20Beach","https://www.pelicanclubjupiter.com/",,,,"NEEDS_IMAGES"
"The Wanderers Club","Wellington, Palm Beach","https://maps.google.com/maps?q=The%20Wanderers%20Club%2C%20Wellington%2C%20Palm%20Beach","https://www.wanderersclubwellington.com/weddings",,,,"NEEDS_IMAGES"
"The Seagate Hotel & Spa","Delray Beach, Palm Beach","https://maps.google.com/maps?q=The%20Seagate%20Hotel%20%26%20Spa%2C%20Delray%20Beach%2C%20Palm%20Beach","https://www.seagatedelray.com/weddings/",,,,"NEEDS_IMAGES"
"Boca Lago Country Club","Boca Raton, Palm Beach","https://maps.google.com/maps?q=Boca%20Lago%20Country%20Club%2C%20Boca%20Raton%2C%20Palm%20Beach","https://www.bocalago.com/weddings",,,,"NEEDS_IMAGES"
"The Club at Ibis","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=The%20Club%20at%20Ibis%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","https://www.clubatibis.com/",,,,"NEEDS_IMAGES"
"Canopy by Hilton West Palm Beach","West Palm Beach, Palm Beach","https://maps.google.com/maps?q=Canopy%20by%20Hilton%20West%20Palm%20Beach%2C%20West%20Palm%20Beach%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Jupiter Beach Resort & Spa","Jupiter, Palm Beach","https://maps.google.com/maps?q=Jupiter%20Beach%20Resort%20%26%20Spa%2C%20Jupiter%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Loggerhead Marinelife Center","Palm Beach County","https://maps.google.com/maps?q=Loggerhead%20Marinelife%20Center%2C%20Palm%20Beach%20County","N/A",,,,"NEEDS_IMAGES"
"Morikami Museum & Gardens","Delray Beach, Palm Beach","https://maps.google.com/maps?q=Morikami%20Museum%20%26%20Gardens%2C%20Delray%20Beach%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"Sundy House","Delray Beach, Palm Beach","https://maps.google.com/maps?q=Sundy%20House%2C%20Delray%20Beach%2C%20Palm%20Beach","N/A",,,,"NEEDS_IMAGES"
"LaPlaya Beach & Golf Resort","Naples, Southwest Florida","https://maps.google.com/maps?q=LaPlaya%20Beach%20%26%20Golf%20Resort%2C%20Naples%2C%20Southwest%20Florida","https://www.laplayaresort.com/weddings",,,,"NEEDS_IMAGES"
"Naples Bay Resort & Marina","Naples, Southwest Florida","https://maps.google.com/maps?q=Naples%20Bay%20Resort%20%26%20Marina%2C%20Naples%2C%20Southwest%20Florida","https://www.naplesbayresort.com/",,,,"NEEDS_IMAGES"
"Vineyards Country Club","Naples, Southwest Florida","https://maps.google.com/maps?q=Vineyards%20Country%20Club%2C%20Naples%2C%20Southwest%20Florida","https://vineyardscountryclubnaples.com/",,,,"NEEDS_IMAGES"
"Tiburón Golf Club","Naples, Southwest Florida","https://maps.google.com/maps?q=Tibur%C3%B3n%20Golf%20Club%2C%20Naples%2C%20Southwest%20Florida","https://www.tiburonnaples.com/",,,,"NEEDS_IMAGES"
"JW Marriott Marco Island Beach Resort","Marco Island, Southwest Florida","https://maps.google.com/maps?q=JW%20Marriott%20Marco%20Island%20Beach%20Resort%2C%20Marco%20Island%2C%20Southwest%20Florida","https://www.marriott.com/en-us/hotels/mrkfl-jw-marriott-marco-island-beach-resort/events/",,,,"NEEDS_IMAGES"
"Hyatt Regency Coconut Point Resort & Spa","Bonita Springs, Southwest Florida","https://maps.google.com/maps?q=Hyatt%20Regency%20Coconut%20Point%20Resort%20%26%20Spa%2C%20Bonita%20Springs%2C%20Southwest%20Florida","https://www.hyatt.com/en-US/hotel/florida/hyatt-regency-coconut-point-resort-and-spa/naprn/special-events/weddings",,,,"NEEDS_IMAGES"
"Sale e Pepe at Marco Beach Ocean Resort","Marco Island, Southwest Florida","https://maps.google.com/maps?q=Sale%20e%20Pepe%20at%20Marco%20Beach%20Ocean%20Resort%2C%20Marco%20Island%2C%20Southwest%20Florida","https://sale-e-pepe.com/",,,,"NEEDS_IMAGES"
"Pink Shell Beach Resort & Marina","Fort Myers Beach, Southwest Florida","https://maps.google.com/maps?q=Pink%20Shell%20Beach%20Resort%20%26%20Marina%2C%20Fort%20Myers%20Beach%2C%20Southwest%20Florida","https://www.pinkshell.com/weddings",,,,"NEEDS_IMAGES"
"Sundial Beach Resort & Spa","Sanibel Island, Southwest Florida","https://maps.google.com/maps?q=Sundial%20Beach%20Resort%20%26%20Spa%2C%20Sanibel%20Island%2C%20Southwest%20Florida","https://sundialresort.com/weddings/",,,,"NEEDS_IMAGES"
"Sanibel Harbour Marriott Resort & Spa","Fort Myers, Southwest Florida","https://maps.google.com/maps?q=Sanibel%20Harbour%20Marriott%20Resort%20%26%20Spa%2C%20Fort%20Myers%2C%20Southwest%20Florida","https://www.marriott.com/en-us/hotels/rswfs-sanibel-harbour-resort-and-spa/events/",,,,"NEEDS_IMAGES"
"Westin Cape Coral Resort at Marina Village","Cape Coral, Southwest Florida","https://maps.google.com/maps?q=Westin%20Cape%20Coral%20Resort%20at%20Marina%20Village%2C%20Cape%20Coral%2C%20Southwest%20Florida","https://www.marriott.com/en-us/hotels/rswwc-the-westin-cape-coral-resort-at-marina-village/events/",,,,"NEEDS_IMAGES"
"South Seas Island Resort","Captiva Island, Southwest Florida","https://maps.google.com/maps?q=South%20Seas%20Island%20Resort%2C%20Captiva%20Island%2C%20Southwest%20Florida","https://www.southseas.com/weddings",,,,"NEEDS_IMAGES"
"The Club at Grandezza","Estero, Southwest Florida","https://maps.google.com/maps?q=The%20Club%20at%20Grandezza%2C%20Estero%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"The Colony Golf & Country Club","Bonita Springs, Southwest Florida","https://maps.google.com/maps?q=The%20Colony%20Golf%20%26%20Country%20Club%2C%20Bonita%20Springs%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Heritage Bay Golf & Country Club","Naples, Southwest Florida","https://maps.google.com/maps?q=Heritage%20Bay%20Golf%20%26%20Country%20Club%2C%20Naples%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Lover's Key Adventure & Events","Fort Myers Beach, Southwest Florida","https://maps.google.com/maps?q=Lover's%20Key%20Adventure%20%26%20Events%2C%20Fort%20Myers%20Beach%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Corkscrew Sanctuary","Naples, Southwest Florida","https://maps.google.com/maps?q=Corkscrew%20Sanctuary%2C%20Naples%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Margaritaville Beach Resort","Fort Myers Beach, Southwest Florida","https://maps.google.com/maps?q=Margaritaville%20Beach%20Resort%2C%20Fort%20Myers%20Beach%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Misty Morning Barn","Fort Myers, Southwest Florida","https://maps.google.com/maps?q=Misty%20Morning%20Barn%2C%20Fort%20Myers%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Naples Princess","Naples, Southwest Florida","https://maps.google.com/maps?q=Naples%20Princess%2C%20Naples%2C%20Southwest%20Florida","N/A",,,,"NEEDS_IMAGES"
"Baker's Cay Resort Key Largo","Key Largo, Florida Keys","https://maps.google.com/maps?q=Baker's%20Cay%20Resort%20Key%20Largo%2C%20Key%20Largo%2C%20Florida%20Keys","https://www.bakerscay.com/weddings/",,,,"NEEDS_IMAGES"
"Playa Largo Resort & Spa","Key Largo, Florida Keys","https://maps.google.com/maps?q=Playa%20Largo%20Resort%20%26%20Spa%2C%20Key%20Largo%2C%20Florida%20Keys","https://www.playalargoresort.com/weddings/",,,,"NEEDS_IMAGES"
"Largo Resort","Key Largo, Florida Keys","https://maps.google.com/maps?q=Playa%20Largo%20Resort%20%26%20Spa%2C%20Key%20Largo%2C%20Florida%20Keys","https://www.largoresort.com/",,,,"NEEDS_IMAGES"
"Dolphin Point Villas","Key Largo, Florida Keys","https://maps.google.com/maps?q=Dolphin%20Point%20Villas%2C%20Key%20Largo%2C%20Florida%20Keys","https://dolphinpointvillas.com/",,,,"NEEDS_IMAGES"
"Islander Resort","Islamorada, Florida Keys","https://maps.google.com/maps?q=Islander%20Resort%2C%20Islamorada%2C%20Florida%20Keys","https://www.islanderfloridakeys.com/weddings",,,,"NEEDS_IMAGES"
"Cheeca Lodge & Spa","Islamorada, Florida Keys","https://maps.google.com/maps?q=Cheeca%20Lodge%20%26%20Spa%2C%20Islamorada%2C%20Florida%20Keys","https://www.cheeca.com/weddings/",,,,"NEEDS_IMAGES"
"Ocean Oasis","Islamorada, Florida Keys","https://maps.google.com/maps?q=Ocean%20Oasis%2C%20Islamorada%2C%20Florida%20Keys","https://www.islamoradabeachhouse.com/",,,,"NEEDS_IMAGES"
"Three Waters","Islamorada, Florida Keys","https://maps.google.com/maps?q=Three%20Waters%2C%20Islamorada%2C%20Florida%20Keys","https://www.islamoradaresortcollection.com/weddings",,,,"NEEDS_IMAGES"
"La Siesta Resort & Villas","Islamorada, Florida Keys","https://maps.google.com/maps?q=La%20Siesta%20Resort%20%26%20Villas%2C%20Islamorada%2C%20Florida%20Keys","https://www.islamoradaresortcollection.com/la-siesta-resort-villas",,,,"NEEDS_IMAGES"
"Bud N' Mary's Marina 'The Barn'","Islamorada, Florida Keys","https://maps.google.com/maps?q=Bud%20N'%20Mary's%20Marina%20'The%20Barn'%2C%20Islamorada%2C%20Florida%20Keys","https://www.budnmarys.com/",,,,"NEEDS_IMAGES"
"Faro Blanco Resort & Yacht Club","Marathon, Florida Keys","https://maps.google.com/maps?q=Faro%20Blanco%20Resort%20%26%20Yacht%20Club%2C%20Marathon%2C%20Florida%20Keys","https://www.faroblancoresort.com/weddings.htm",,,,"NEEDS_IMAGES"
"Isla Bella Beach Resort","Marathon, Florida Keys","https://maps.google.com/maps?q=Isla%20Bella%20Beach%20Resort%2C%20Marathon%2C%20Florida%20Keys","https://www.islabellabeachresort.com/weddings/",,,,"NEEDS_IMAGES"
"East Sister Rock Island","Marathon, Florida Keys","https://maps.google.com/maps?q=East%20Sister%20Rock%20Island%2C%20Marathon%2C%20Florida%20Keys","https://floridaisland.com/en/east-sister-rock",,,,"NEEDS_IMAGES"
"Hawks Cay Resort","Duck Key, Florida Keys","https://maps.google.com/maps?q=Hawks%20Cay%20Resort%2C%20Duck%20Key%2C%20Florida%20Keys","https://www.hawkscay.com/weddings",,,,"NEEDS_IMAGES"
"Margaritaville Beach House Key West","Key West, Florida Keys","https://maps.google.com/maps?q=Margaritaville%20Beach%20House%20Key%20West%2C%20Key%20West%2C%20Florida%20Keys","https://www.margaritavillebeachhousekeywest.com/",,,,"NEEDS_IMAGES"
"Audubon House & Tropical Gardens","Key West, Florida Keys","https://maps.google.com/maps?q=Audubon%20House%20%26%20Tropical%20Gardens%2C%20Key%20West%2C%20Florida%20Keys","https://www.audubonhouse.com/weddings",,,,"NEEDS_IMAGES"
"The Reach Key West, Curio Collection by Hilton","Key West, Florida Keys","https://maps.google.com/maps?q=The%20Reach%20Key%20West%2C%20Curio%20Collection%20by%20Hilton%2C%20Key%20West%2C%20Florida%20Keys","https://www.hilton.com/en/hotels/eywthqq-the-reach-key-west/events/",,,,"NEEDS_IMAGES"
"Southernmost Beach Resort","Key West, Florida Keys","https://maps.google.com/maps?q=Southernmost%20Beach%20Resort%2C%20Key%20West%2C%20Florida%20Keys","https://www.southernmostbeachresort.com/weddings",,,,"NEEDS_IMAGES"
"Havana Cabana at Key West","Key West, Florida Keys","https://maps.google.com/maps?q=Havana%20Cabana%20at%20Key%20West%2C%20Key%20West%2C%20Florida%20Keys","https://www.havanacabanakeywesthotel.com/",,,,"NEEDS_IMAGES"
"Casa Marina Key West, Curio Collection by Hilton","Key West, Florida Keys","https://maps.google.com/maps?q=Casa%20Marina%20Key%20West%2C%20Curio%20Collection%20by%20Hilton%2C%20Key%20West%2C%20Florida%20Keys","https://www.casamarinaresort.com/weddings/",,,,"NEEDS_IMAGES"
"Hyatt Centric Key West Resort & Spa","Key West, Florida Keys","https://maps.google.com/maps?q=Hyatt%20Centric%20Key%20West%20Resort%20%26%20Spa%2C%20Key%20West%2C%20Florida%20Keys","https://www.hyatt.com/hyatt-centric/en-US/keywh-hyatt-centric-key-west-resort-and-spa/special-events/weddings",,,,"NEEDS_IMAGES"
"The Perry Hotel & Marina Key West","Stock Island, Key West, Florida Keys","https://maps.google.com/maps?q=The%20Perry%20Hotel%20%26%20Marina%20Key%20West%2C%20Stock%20Island%2C%20Key%20West%2C%20Florida%20Keys","https://www.perrykeywest.com/key-west-weddings/",,,,"NEEDS_IMAGES"
"Oceans Edge Resort & Marina","Stock Island, Key West, Florida Keys","https://maps.google.com/maps?q=Oceans%20Edge%20Resort%20%26%20Marina%2C%20Stock%20Island%2C%20Key%20West%2C%20Florida%20Keys","https://www.oceansedgekeywest.com/weddings/",,,,"NEEDS_IMAGES"
"The Garden at the Oldest House Museum","Key West, Florida Keys","https://maps.google.com/maps?q=The%20Garden%20at%20the%20Oldest%20House%20Museum%2C%20Key%20West%2C%20Florida%20Keys","https://www.oldesthousekeywest.com/",,,,"NEEDS_IMAGES"
"Sunset Watersports","Key West, Florida Keys","https://maps.google.com/maps?q=Sunset%20Watersports%2C%20Key%20West%2C%20Florida%20Keys","https://sunsetwatersportskeywest.com/key-west-weddings/",,,,"NEEDS_IMAGES"
"Key West Lighthouse & Keeper's Quarters","Key West, Florida Keys","https://maps.google.com/maps?q=Key%20West%20Lighthouse%20%26%20Keeper's%20Quarters%2C%20Key%20West%2C%20Florida%20Keys","https://www.kwahs.org/properties/lighthouse",,,,"NEEDS_IMAGES"
"Fort East Martello","Key West, Florida Keys","https://maps.google.com/maps?q=Fort%20East%20Martello%2C%20Key%20West%2C%20Florida%20Keys","https://www.kwahs.org/properties/fort-east-martello",,,,"NEEDS_IMAGES"
"Ocean Key Resort & Spa","Key West, Florida Keys","https://maps.google.com/maps?q=Ocean%20Key%20Resort%20%26%20Spa%2C%20Key%20West%2C%20Florida%20Keys","https://www.oceankey.com/key-west-weddings",,,,"NEEDS_IMAGES"
"Old Town Manor","Key West, Florida Keys","https://maps.google.com/maps?q=Old%20Town%20Manor%2C%20Key%20West%2C%20Florida%20Keys","https://www.oldtownmanor.com/key-west-weddings/",,,,"NEEDS_IMAGES"
"Hard Rock Café Key West","Key West, Florida Keys","https://maps.google.com/maps?q=Hard%20Rock%20Caf%C3%A9%20Key%20West%2C%20Key%20West%2C%20Florida%20Keys","https://www.hardrockcafe.com/location/key-west/",,,,"NEEDS_IMAGES"
"Pier House Resort & Spa","Key West, Florida Keys","https://maps.google.com/maps?q=Pier%20House%20Resort%20%26%20Spa%2C%20Key%20West%2C%20Florida%20Keys","https://www.pierhouse.com/weddings",,,,"NEEDS_IMAGES"
"Sunset Key Cottages","Key West, Florida Keys","https://maps.google.com/maps?q=Sunset%20Key%20Cottages%2C%20Key%20West%2C%20Florida%20Keys","https://www.sunsetkeycottages.com/key-west-weddings/",,,,"NEEDS_IMAGES"
"First Flight Island Brewery","Key West, Florida Keys","https://maps.google.com/maps?q=First%20Flight%20Island%20Brewery%2C%20Key%20West%2C%20Florida%20Keys","https://www.firstflightkw.com/",,,,"NEEDS_IMAGES"
"Ernest Hemingway Home & Museum","Key West, Florida Keys","https://maps.google.com/maps?q=Ernest%20Hemingway%20Home%20%26%20Museum%2C%20Key%20West%2C%20Florida%20Keys","https://www.hemingwayhome.com/weddings/",,,,"NEEDS_IMAGES"
"Fort Zachary Taylor State Park","Key West, Florida Keys","https://maps.google.com/maps?q=Fort%20Zachary%20Taylor%20State%20Park%2C%20Key%20West%2C%20Florida%20Keys","https://www.floridastateparks.org/parks-and-trails/fort-zachary-taylor-historic-state-park",,,,"NEEDS_IMAGES"
"Bagatelle Restaurant","Key West, Florida Keys","https://maps.google.com/maps?q=Bagatelle%20Restaurant%2C%20Key%20West%2C%20Florida%20Keys","N/A",,,,"NEEDS_IMAGES"
"Key West Historic Inns","Key West, Florida Keys","https://maps.google.com/maps?q=Key%20West%20Historic%20Inns%2C%20Key%20West%2C%20Florida%20Keys","N/A",,,,"NEEDS_IMAGES"
"The Blue Room","Key West, Florida Keys","https://maps.google.com/maps?q=The%20Blue%20Room%2C%20Key%20West%2C%20Florida%20Keys","N/A",,,,"NEEDS_IMAGES"
"Schooner Appledore","Key West, Florida Keys","https://maps.google.com/maps?q=Schooner%20Appledore%2C%20Key%20West%2C%20Florida%20Keys","N/A",,,,"NEEDS_IMAGES"
"Suite Dreams Inn","Key West, Florida Keys","https://maps.google.com/maps?q=Suite%20Dreams%20Inn%2C%20Key%20West%2C%20Florida%20Keys","N/A",,,,"NEEDS_IMAGES"
"Patch of Heaven Sanctuary","Homestead, Miami-Dade","https://maps.google.com/maps?q=Patch%20of%20Heaven%20Sanctuary%2C%20Homestead%2C%20Miami-Dade","https://patchofheavensanctuary.com/",,,,"NEEDS_IMAGES"
"Redland Koi Gardens","Redland, Miami-Dade","https://maps.google.com/maps?q=Redland%20Koi%20Gardens%2C%20Redland%2C%20Miami-Dade","https://redlandkoigardens.com/",,,,"NEEDS_IMAGES"
"Schnebly Redland Winery","Homestead, Miami-Dade","https://maps.google.com/maps?q=Schnebly%20Redland%20Winery%2C%20Homestead%2C%20Miami-Dade","https://www.schneblyredlandswinery.com/",,,,"NEEDS_IMAGES"
"Ever After Farms Tropical Grove Barn","Homestead, Miami-Dade","https://maps.google.com/maps?q=Ever%20After%20Farms%20Tropical%20Grove%20Barn%2C%20Homestead%2C%20Miami-Dade","https://www.everafterfarms.com/tropical-grove-barn/",,,,"NEEDS_IMAGES"
"Villa Toscana Miami","Miami, Miami-Dade","https://maps.google.com/maps?q=Villa%20Toscana%20Miami%2C%20Miami%2C%20Miami-Dade","https://www.vtmiami.com/weddings",,,,"NEEDS_IMAGES"
"Jungle Island","Miami, Miami-Dade","https://maps.google.com/maps?q=Jungle%20Island%2C%20Miami%2C%20Miami-Dade","https://www.jungleisland.com/private-events/",,,,"NEEDS_IMAGES"